Company,Product,TypeName,Inches,Ram,OS,Weight,Price_euros,Screen,ScreenW,ScreenH,Touchscreen,IPSpanel,RetinaDisplay,CPU_company,CPU_freq,CPU_model,PrimaryStorage,SecondaryStorage,PrimaryStorageType,SecondaryStorageType,GPU_company,GPU_model,Price_Category,Price_per_kg,Warranty_Price_EUR,Slogan,Total_Cost_EUR
lenovo,Ideapad 310-15ISK,Notebook,15.6,4,windows 10,1.85,414.9,Full HD,1920,1080,No,No,No,Intel,2.0,Core i3 6006U,1024,0,HDD,No,Intel,HD Graphics 520,Budget,224.27027027027023,60.0,Think Different,474.9
asus,UX430UQ-GV209R (i7-7500U/8GB/256GB/GeForce,Ultrabook,14.0,8,windows 10,1.3,1193.0,Full HD,1920,1080,No,Yes,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,Nvidia,GeForce 940MX,Premium,917.6923076923076,45.0,Inspiring Innovation,1238.0
msi,GP62M 7REX,Gaming,15.6,16,windows 10,2.2,1299.0,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1050 Ti,Premium,590.4545454545454,,,1299.0
lenovo,Thinkpad T470,Notebook,14.0,8,windows 10,1.58,1480.0,Full HD,1920,1080,No,Yes,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,Intel,HD Graphics 620,Premium,936.7088607594936,60.0,Think Different,1540.0
asus,VivoBook S15,Ultrabook,15.6,16,windows 10,1.5,1262.0,Full HD,1920,1080,No,No,No,Intel,1.8,Core i7 8550U,256,1024,SSD,HDD,Nvidia,GeForce MX150,Premium,841.3333333333334,45.0,Inspiring Innovation,1307.0
dell,XPS 13,Ultrabook,13.3,8,windows 10,1.23,1379.0,Quad HD+,3200,1800,Yes,No,No,Intel,2.4,Core i7 7560U,256,0,SSD,No,Intel,Iris Plus Graphics 640,Premium,1121.138211382114,50.0,Powerful and Reliable,1429.0
lenovo,ThinkPad Yoga,2 in 1 Convertible,13.3,8,windows 10,1.37,1399.0,Full HD,1920,1080,Yes,Yes,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,Premium,1021.1678832116788,60.0,Think Different,1459.0
hp,Probook 440,Notebook,14.0,4,windows 10,1.63,722.0,Standard,1366,768,No,Yes,No,Intel,1.6,Core i5 8250U,500,0,HDD,No,Intel,UHD Graphics 620,Mid-Range,442.9447852760737,150.0,Innovation at its Best,872.0
dell,XPS 13,Ultrabook,13.3,8,windows 10,1.21,1629.0,Full HD,1920,1080,No,Yes,No,Intel,1.6,Core i5 8250U,256,0,SSD,No,Intel,UHD Graphics 620,Ultra-Premium,1346.280991735537,50.0,Powerful and Reliable,1679.0
hp,Spectre x360,2 in 1 Convertible,13.3,8,windows 10,1.26,1398.99,Full HD,1920,1080,Yes,Yes,No,Intel,1.6,Core i5 8250U,256,0,SSD,No,Intel,UHD Graphics 620,Premium,1110.309523809524,150.0,Innovation at its Best,1548.99
hp,Probook 440,Notebook,14.0,8,windows 10,1.63,1084.0,Full HD,1920,1080,No,No,No,Intel,1.8,Core i7 8550U,512,0,SSD,No,Intel,UHD Graphics 620,Premium,665.0306748466259,150.0,Innovation at its Best,1234.0
dell,Inspiron 7570,Notebook,15.6,8,windows 10,2.16,1130.33,Full HD,1920,1080,No,Yes,No,Intel,1.8,Core i7 8550U,256,1024,SSD,HDD,Nvidia,GeForce 940MX,Premium,523.3009259259259,50.0,Powerful and Reliable,1180.33
asus,X705UV-BX074T (i3-6006U/4GB/1TB/GeForce,Notebook,17.3,4,windows 10,2.0,564.0,Full HD,1920,1080,No,No,No,Intel,2.0,Core i3 6006U,1024,0,HDD,No,Nvidia,GeForce 920MX,Mid-Range,282.0,45.0,Inspiring Innovation,609.0
asus,VivoBook S15,Notebook,15.6,8,windows 10,1.7,1118.0,Full HD,1920,1080,No,No,No,Intel,1.8,Core i7 8550U,256,0,SSD,No,Nvidia,GeForce 940MX,Premium,657.6470588235294,45.0,Inspiring Innovation,1163.0
acer,Spin 3,Notebook,15.6,6,windows 10,2.1,479.0,Full HD,1920,1080,Yes,Yes,No,Intel,2.4,Core i3 7100U,1024,0,HDD,No,Intel,HD Graphics 620,Budget,228.09523809523807,55.0,Explore Beyond Limits,534.0
msi,GS63VR 7RG,Gaming,15.6,16,windows 10,1.8,2241.5,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,256,2048,SSD,HDD,Nvidia,GeForce GTX 1070,Ultra-Premium,1245.2777777777778,,,2241.5
lenovo,IdeaPad 320-15IKBN,Notebook,15.6,8,no os,2.2,629.0,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Nvidia,GeForce 940MX,Mid-Range,285.9090909090909,60.0,Think Different,689.0
hp,Probook 470,Notebook,17.3,16,windows 10,2.5,1271.0,Full HD,1920,1080,No,No,No,Intel,1.8,Core i7 8550U,512,0,SSD,No,Nvidia,GeForce 930MX ,Premium,508.4,150.0,Innovation at its Best,1421.0
acer,Aspire 3,Notebook,15.6,4,windows 10,2.1,451.0,Standard,1366,768,No,No,No,AMD,3.0,A9-Series 9420,256,0,SSD,No,AMD,Radeon R5,Budget,214.7619047619048,55.0,Explore Beyond Limits,506.0
hp,250 G6,Notebook,15.6,4,no os,1.86,259.0,Standard,1366,768,No,No,No,Intel,1.6,Celeron Dual Core N3060,500,0,HDD,No,Intel,HD Graphics 400,Budget,139.247311827957,150.0,Innovation at its Best,409.0
hp,Probook 440,Notebook,14.0,8,windows 10,1.63,812.0,Full HD,1920,1080,No,No,No,Intel,1.6,Core i5 8250U,1024,0,HDD,No,Intel,UHD Graphics 620,Mid-Range,498.1595092024541,150.0,Innovation at its Best,962.0
asus,E402WA-GA007T (E2-6110/4GB/64GB/W10,Notebook,14.0,4,windows 10 s,1.65,277.99,Standard,1366,768,No,No,No,AMD,1.5,E-Series 6110,64,0,SSD,No,AMD,Radeon R2,Budget,168.4787878787879,45.0,Inspiring Innovation,322.99
dell,Inspiron 5770,Notebook,17.3,16,windows 10,2.8,1396.0,Full HD,1920,1080,No,No,No,Intel,1.8,Core i7 8550U,256,2048,SSD,HDD,AMD,Radeon 530,Premium,498.5714285714286,50.0,Powerful and Reliable,1446.0
hp,ProBook 470,Notebook,17.3,8,windows 10,2.5,928.0,Full HD,1920,1080,No,No,No,Intel,1.6,Core i5 8250U,256,0,SSD,No,Intel,UHD Graphics 620,Mid-Range,371.2,150.0,Innovation at its Best,1078.0
dell,Inspiron 5567,Notebook,15.6,8,windows 10,2.36,638.99,Standard,1366,768,No,No,No,Intel,2.5,Core i5 7200U,1024,0,HDD,No,AMD,Radeon R7 M445,Mid-Range,270.7584745762712,50.0,Powerful and Reliable,688.99
dell,Inspiron 3567,Notebook,15.6,4,windows 10,2.2,449.0,Full HD,1920,1080,No,No,No,Intel,2.0,Core i3 6006U,1024,0,HDD,No,AMD,Radeon R5 M430,Budget,204.0909090909091,50.0,Powerful and Reliable,499.0
acer,Swift 3,Ultrabook,14.0,8,windows 10,1.6,884.0,Full HD,1920,1080,No,Yes,No,Intel,1.8,Core i7 8550U,256,0,SSD,No,Intel,UHD Graphics 620,Mid-Range,552.5,55.0,Explore Beyond Limits,939.0
acer,Aspire A515-51G-37JS,Notebook,15.6,4,windows 10,2.2,572.0,Full HD,1920,1080,No,No,No,Intel,2.7,Core i3 7130U,256,0,SSD,No,Nvidia,GeForce MX130,Mid-Range,260.0,55.0,Explore Beyond Limits,627.0
hp,15-BS078nr (i7-7500U/8GB/1TB/W10),Notebook,15.6,8,windows 10,2.05,598.0,Standard,1366,768,No,No,No,Intel,2.7,Core i7 7500U,1024,0,HDD,No,Intel,HD Graphics 620,Mid-Range,291.7073170731708,150.0,Innovation at its Best,748.0
hp,Probook 440,Notebook,14.0,8,windows 10,1.63,988.0,Full HD,1920,1080,No,No,No,Intel,1.8,Core i7 8550U,256,0,SSD,No,Intel,UHD Graphics 620,Mid-Range,606.1349693251534,150.0,Innovation at its Best,1138.0
lenovo,V110-15IAP (N3350/4GB/1TB/No,Notebook,15.6,4,no os,1.9,252.36,Standard,1366,768,No,No,No,Intel,1.1,Celeron Dual Core N3350,1024,0,HDD,No,Intel,HD Graphics 500,Budget,132.82105263157897,60.0,Think Different,312.36
asus,FX753VD-GC086T (i5-7300HQ/8GB/1TB,Gaming,17.3,8,windows 10,3.0,938.0,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7300HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1050,Mid-Range,312.6666666666667,45.0,Inspiring Innovation,983.0
lenovo,IdeaPad 320-15IKBN,Notebook,15.6,4,no os,2.2,499.0,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,1024,0,HDD,No,Nvidia,GeForce 920MX,Budget,226.8181818181818,60.0,Think Different,559.0
hp,Envy 13-AD007nv,Notebook,13.3,4,windows 10,1.32,699.0,Full HD,1920,1080,No,Yes,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,Mid-Range,529.5454545454545,150.0,Innovation at its Best,849.0
acer,Aspire 5,Notebook,17.3,4,windows 10,3.0,655.0,Full HD,1920,1080,No,Yes,No,Intel,2.7,Core i3 7130U,1024,0,HDD,No,Nvidia,GeForce MX130,Mid-Range,218.33333333333331,55.0,Explore Beyond Limits,710.0
lenovo,ThinkPad E480,Notebook,14.0,8,windows 10,1.75,1116.02,Full HD,1920,1080,No,Yes,No,Intel,1.6,Core i5 8250U,256,0,SSD,No,AMD,Radeon RX 550,Premium,637.7257142857143,60.0,Think Different,1176.02
lenovo,Legion Y520-15IKBN,Gaming,15.6,8,no os,2.4,869.0,Full HD,1920,1080,No,Yes,No,Intel,2.8,Core i7 7700HQ,256,0,SSD,No,Nvidia,GeForce GTX 1050M,Mid-Range,362.08333333333337,60.0,Think Different,929.0
toshiba,Satellite Pro,Notebook,15.6,4,windows 10,2.1,602.0,Standard,1366,768,No,No,No,Intel,2.3,Core i5 6200U,500,0,HDD,No,Intel,HD Graphics 520,Mid-Range,286.66666666666663,,,602.0
hp,255 G6,Notebook,15.6,4,windows 10,1.86,369.0,Standard,1366,768,No,No,No,AMD,2.5,A6-Series 9220,256,0,SSD,No,AMD,Radeon R4 Graphics,Budget,198.38709677419357,150.0,Innovation at its Best,519.0
asus,ZenBook UX430UA,Ultrabook,14.0,8,windows 10,1.25,1099.0,Full HD,1920,1080,No,No,No,Intel,1.8,Core i7 8550U,256,0,SSD,No,Intel,UHD Graphics 620,Premium,879.2,45.0,Inspiring Innovation,1144.0
hp,EliteBook Folio,Ultrabook,12.5,8,windows 10,0.97,2014.0,4K Ultra HD,3840,2160,Yes,Yes,No,Intel,1.2,Core M 6Y75,512,0,SSD,No,Intel,HD Graphics 515,Ultra-Premium,2076.2886597938145,150.0,Innovation at its Best,2164.0
asus,X541NA (N3350/4GB/1TB/FHD/W10),Notebook,15.6,4,windows 10,2.0,344.0,Full HD,1920,1080,No,No,No,Intel,1.1,Celeron Dual Core N3350,1024,0,HDD,No,Intel,HD Graphics 500,Budget,172.0,45.0,Inspiring Innovation,389.0
msi,GE72MVR 7RG,Gaming,17.3,16,windows 10,2.9,2029.0,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1070,Ultra-Premium,699.6551724137931,,,2029.0
acer,Aspire A315-51,Notebook,15.6,4,windows 10,2.1,447.0,Standard,1366,768,No,No,No,Intel,2.0,Core i3 6006U,1024,0,HDD,No,Intel,HD Graphics 520,Budget,212.8571428571429,55.0,Explore Beyond Limits,502.0
dell,Inspiron 5577,Gaming,15.6,16,windows 10,2.56,1249.26,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,512,0,SSD,No,Nvidia,GeForce GTX 1050,Premium,487.9921875,50.0,Powerful and Reliable,1299.26
dell,Inspiron 7567,Gaming,15.6,8,windows 10,2.62,899.0,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,1024,0,Hybrid,No,Nvidia,GeForce GTX 1050,Mid-Range,343.1297709923664,50.0,Powerful and Reliable,949.0
lenovo,V110-15IKB (i5-7200U/4GB/128GB/W10),Notebook,15.6,4,windows 10,1.9,498.0,Standard,1366,768,No,No,No,Intel,2.5,Core i5 7200U,128,0,SSD,No,Intel,HD Graphics 620,Budget,262.10526315789474,60.0,Think Different,558.0
msi,GE73VR 7RE,Gaming,17.3,16,windows 10,2.8,1890.0,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1060,Ultra-Premium,675.0,,,1890.0
hp,EliteBook 840,Ultrabook,14.0,4,windows 10,1.48,1082.0,Full HD,1920,1080,No,No,No,Intel,2.7,Core i5 7500U,256,0,SSD,No,Intel,HD Graphics 620,Premium,731.081081081081,150.0,Innovation at its Best,1232.0
hp,15-BS103nv (i5-8250U/6GB/256GB/Radeon,Notebook,15.6,6,windows 10,1.91,619.0,Full HD,1920,1080,No,No,No,Intel,1.6,Core i5 8250U,256,0,SSD,No,AMD,Radeon 520,Mid-Range,324.08376963350787,150.0,Innovation at its Best,769.0
lenovo,Yoga 520-14IKB,2 in 1 Convertible,14.0,4,windows 10,1.74,629.0,Full HD,1920,1080,Yes,Yes,No,Intel,2.4,Core i3 7100U,256,0,SSD,No,Intel,HD Graphics 620,Mid-Range,361.4942528735632,60.0,Think Different,689.0
asus,ZenBook Flip,2 in 1 Convertible,13.3,8,windows 10,1.1,1315.0,Full HD,1920,1080,Yes,No,No,Intel,1.6,Core i5 8250U,256,0,SSD,No,Intel,HD Graphics 620,Premium,1195.4545454545453,45.0,Inspiring Innovation,1360.0
dell,Inspiron 5579,2 in 1 Convertible,15.6,8,windows 10,1.56,1049.0,Full HD,1920,1080,Yes,No,No,Intel,1.8,Core i7 8550U,256,0,SSD,No,Intel,UHD Graphics 620,Premium,672.4358974358975,50.0,Powerful and Reliable,1099.0
toshiba,Satellite Pro,Notebook,15.6,4,windows 10,2.1,447.0,Standard,1366,768,No,No,No,Intel,2.2,Core i3 6006U,500,0,HDD,No,Intel,HD Graphics 520,Budget,212.8571428571429,,,447.0
asus,X555BP-XX180T (A9-9420/4GB/1TB/Radeon,Notebook,15.6,4,windows 10,2.03,403.0,Standard,1366,768,No,No,No,AMD,3.0,A9-Series 9420,1024,0,HDD,No,AMD,Radeon R5 M420,Budget,198.52216748768475,45.0,Inspiring Innovation,448.0
acer,Aspire A517-51G,Notebook,17.3,4,windows 10,3.0,805.0,Full HD,1920,1080,No,Yes,No,Intel,1.6,Core i5 8250U,256,0,SSD,No,Nvidia,GeForce MX150,Mid-Range,268.3333333333333,55.0,Explore Beyond Limits,860.0
dell,Inspiron 3576,Notebook,15.6,8,windows 10,2.13,728.0,Full HD,1920,1080,No,No,No,Intel,1.6,Core i5 8250U,256,0,SSD,No,AMD,Radeon 520,Mid-Range,341.78403755868544,50.0,Powerful and Reliable,778.0
lenovo,Legion Y520-15IKBN,Gaming,15.6,16,windows 10,2.5,1079.0,Full HD,1920,1080,No,Yes,No,Intel,2.8,Core i7 7700HQ,256,0,SSD,No,Nvidia,GeForce GTX 1050 Ti,Premium,431.6,60.0,Think Different,1139.0
acer,Aspire A315-31,Notebook,15.6,4,windows 10,2.1,348.0,Standard,1366,768,No,No,No,Intel,1.1,Celeron Dual Core N3350,1024,0,HDD,No,Intel,HD Graphics 500,Budget,165.7142857142857,55.0,Explore Beyond Limits,403.0
msi,GE63VR 7RE,Gaming,15.6,16,windows 10,2.4,1799.0,Full HD,1920,1080,No,Yes,No,Intel,2.8,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1060,Ultra-Premium,749.5833333333334,,,1799.0
acer,Aspire 3,Notebook,15.6,4,windows 10,2.1,363.51,Standard,1366,768,No,No,No,Intel,1.1,Pentium Quad Core N4200,1024,0,HDD,No,Intel,HD Graphics 505,Budget,173.1,55.0,Explore Beyond Limits,418.51
dell,Inspiron 5577,Gaming,15.6,8,windows 10,2.56,1060.49,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1050,Premium,414.25390625,50.0,Powerful and Reliable,1110.49
acer,Aspire A517-51G,Notebook,17.3,8,windows 10,3.0,854.0,Full HD,1920,1080,No,Yes,No,Intel,1.6,Core i5 8250U,256,0,SSD,No,Nvidia,GeForce MX150,Mid-Range,284.6666666666667,55.0,Explore Beyond Limits,909.0
hp,ProBook 430,Notebook,13.3,4,windows 10,1.49,754.0,Full HD,1920,1080,No,Yes,No,Intel,1.6,Core i5 8250U,500,0,HDD,No,Intel,UHD Graphics 620,Mid-Range,506.0402684563758,150.0,Innovation at its Best,904.0
huawei,MateBook X,Ultrabook,13.0,8,windows 10,1.05,1349.0,Full HD,2160,1440,No,Yes,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,Premium,1284.7619047619048,,,1349.0
hp,17-bs001nv (i5-7200U/6GB/2TB/Radeon,Notebook,17.3,6,windows 10,2.71,699.0,Full HD,1920,1080,No,Yes,No,Intel,2.5,Core i5 7200U,2048,0,HDD,No,AMD,Radeon 520,Mid-Range,257.9335793357933,150.0,Innovation at its Best,849.0
lenovo,IdeaPad 320-15AST,Notebook,15.6,4,no os,2.2,309.0,Standard,1366,768,No,No,No,AMD,2.9,A6-Series 9220,500,0,HDD,No,AMD,Radeon R4 Graphics,Budget,140.45454545454544,60.0,Think Different,369.0
toshiba,Satellite Pro,Notebook,15.6,4,windows 10,2.0,489.0,Standard,1366,768,No,No,No,Intel,2.4,Core i3 7100U,500,0,HDD,No,Intel,HD Graphics 620,Budget,244.5,,,489.0
hp,ProBook 470,Notebook,17.3,8,windows 10,2.5,923.0,Full HD,1920,1080,No,No,No,Intel,1.6,Core i5 8250U,256,0,SSD,No,Nvidia,GeForce 930MX,Mid-Range,369.2,150.0,Innovation at its Best,1073.0
dell,Inspiron 3567,Notebook,15.6,8,windows 10,2.3,459.0,Standard,1366,768,No,No,No,Intel,2.4,Core i3 7100U,1024,0,HDD,No,Intel,HD Graphics 620,Budget,199.5652173913044,50.0,Powerful and Reliable,509.0
acer,Aspire A315-51,Notebook,15.6,4,windows 10,2.1,449.0,Standard,1366,768,No,No,No,Intel,2.0,Core i3 6006U,128,0,SSD,No,Intel,HD Graphics 520,Budget,213.8095238095238,55.0,Explore Beyond Limits,504.0
msi,GT80S 6QF-074US,Gaming,18.4,32,windows 10,4.4,2799.0,Full HD,1920,1080,No,No,No,Intel,2.9,Core i7 6920HQ,512,1024,SSD,HDD,Nvidia,GTX 980 SLI,Ultra-Premium,636.1363636363636,,,2799.0
lenovo,V310-15IKB (i5-7200U/8GB/1TB,Notebook,15.6,8,windows 10,1.9,813.0,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,128,1024,SSD,HDD,AMD,R17M-M1-70,Mid-Range,427.89473684210526,60.0,Think Different,873.0
hp,Spectre x360,2 in 1 Convertible,13.3,8,windows 10,1.29,1499.0,4K Ultra HD,3840,2160,Yes,Yes,No,Intel,1.6,Core i5 8250U,256,0,SSD,No,Intel,UHD Graphics 620,Premium,1162.015503875969,150.0,Innovation at its Best,1649.0
dell,Inspiron 5570,Notebook,15.6,16,linux,2.02,1049.0,Full HD,1920,1080,No,No,No,Intel,1.8,Core i7 8550U,256,2048,SSD,HDD,AMD,Radeon 530,Premium,519.3069306930693,50.0,Powerful and Reliable,1099.0
dell,XPS 13,Ultrabook,13.3,8,windows 10,1.23,1399.0,Full HD,1920,1080,No,No,No,Intel,1.6,Core i5 8250U,256,0,SSD,No,Intel,UHD Graphics 620,Premium,1137.39837398374,50.0,Powerful and Reliable,1449.0
lenovo,Yoga 920-13IKB,2 in 1 Convertible,13.9,16,windows 10,1.4,1849.0,4K Ultra HD,3840,2160,Yes,Yes,No,Intel,1.8,Core i7 8550U,512,0,SSD,No,Intel,UHD Graphics 620,Ultra-Premium,1320.7142857142858,60.0,Think Different,1909.0
toshiba,Satellite Pro,Notebook,15.6,8,windows 10,2.0,793.0,Standard,1366,768,No,No,No,Intel,2.5,Core i5 7200U,128,0,SSD,No,Intel,HD Graphics 620,Mid-Range,396.5,,,793.0
xiaomi,Mi Notebook,Notebook,15.6,8,no os,1.95,1199.0,Full HD,1920,1080,No,Yes,No,Intel,1.6,Core i5 8250U,256,0,SSD,No,Nvidia,GeForce MX150,Premium,614.8717948717949,,,1199.0
dell,Inspiron 7773,Notebook,17.3,16,windows 10,2.77,1549.0,Full HD,1920,1080,Yes,No,No,Intel,1.8,Core i7 8550U,512,0,SSD,No,Nvidia,GeForce 150MX,Ultra-Premium,559.2057761732852,50.0,Powerful and Reliable,1599.0
dell,XPS 15,Notebook,15.6,16,windows 10,2.06,2397.0,4K Ultra HD,3840,2160,Yes,No,No,Intel,2.8,Core i7 7700HQ,512,0,SSD,No,Nvidia,GeForce GTX 1050,Ultra-Premium,1163.5922330097087,50.0,Powerful and Reliable,2447.0
lenovo,Legion Y520-15IKBN,Gaming,15.6,8,no os,2.4,779.0,Full HD,1920,1080,No,Yes,No,Intel,2.5,Core i5 7300HQ,256,0,SSD,No,Nvidia,GeForce GTX 1050,Mid-Range,324.58333333333337,60.0,Think Different,839.0
acer,Swift 7,Ultrabook,13.3,8,windows 10,1.12,989.0,Full HD,1920,1080,No,Yes,No,Intel,1.2,Core i5 7Y54,256,0,SSD,No,Intel,HD Graphics 615,Mid-Range,883.0357142857142,55.0,Explore Beyond Limits,1044.0
dell,Inspiron 5770,Notebook,17.3,8,windows 10,2.8,1085.0,Full HD,1920,1080,No,No,No,Intel,1.8,Core i7 8550U,128,1024,SSD,HDD,AMD,Radeon 530,Premium,387.5,50.0,Powerful and Reliable,1135.0
lenovo,Thinkpad Yoga,2 in 1 Convertible,14.0,16,windows 10,1.42,2824.0,Standard,2560,1440,Yes,No,No,Intel,2.7,Core i7 7500U,1024,0,SSD,No,Intel,HD Graphics 620,Ultra-Premium,1988.7323943661968,60.0,Think Different,2884.0
vero,K147 (N3350/4GB/32GB/FHD/W10),Notebook,14.0,4,windows 10,1.3,260.0,Full HD,1920,1080,No,Yes,No,Intel,1.1,Celeron Dual Core N3350,32,0,Flash Storage,No,Intel,HD Graphics 500,Budget,200.0,,,260.0
xiaomi,Mi Notebook,Ultrabook,13.3,8,no os,1.3,999.9,Full HD,1920,1080,No,Yes,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Nvidia,GeForce MX150,Mid-Range,769.1538461538461,,,999.9
lenovo,IdeaPad 320-17IKBR,Notebook,17.3,8,no os,2.8,698.0,Standard,1600,900,No,No,No,Intel,1.6,Core i5 8250U,256,0,SSD,No,Nvidia,GeForce MX150,Mid-Range,249.2857142857143,60.0,Think Different,758.0
dell,Inspiron 5379,2 in 1 Convertible,13.3,8,windows 10,1.62,839.0,Full HD,1920,1080,Yes,Yes,No,Intel,1.8,Core i7 8550U,1024,0,HDD,No,Intel,UHD Graphics 620,Mid-Range,517.9012345679012,50.0,Powerful and Reliable,889.0
hp,ProBook 470,Notebook,17.3,8,windows 10,2.5,914.0,Full HD,1920,1080,No,Yes,No,Intel,1.6,Core i5 8250U,1024,0,HDD,No,Nvidia,GeForce 930MX,Mid-Range,365.6,150.0,Innovation at its Best,1064.0
razer,Blade Pro,Gaming,17.3,32,windows 10,3.49,6099.0,4K Ultra HD,3840,2160,Yes,No,No,Intel,2.9,Core i7 7820HK,1024,0,SSD,No,Nvidia,GeForce GTX 1080,Ultra-Premium,1747.56446991404,,,6099.0
hp,ProBook 430,Notebook,13.3,8,windows 10,1.49,959.0,Full HD,1920,1080,No,No,No,Intel,1.6,Core i5 8250U,512,0,SSD,No,Intel,UHD Graphics 620,Mid-Range,643.6241610738255,150.0,Innovation at its Best,1109.0
hp,Omen 17-W295,Gaming,17.3,16,windows 10,3.35,1379.0,Full HD,1920,1080,No,Yes,No,Intel,2.8,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1050,Premium,411.6417910447761,150.0,Innovation at its Best,1529.0
hp,Probook 470,Notebook,17.3,8,windows 10,2.5,1045.0,Full HD,1920,1080,No,No,No,Intel,1.8,Core i7 8550U,256,0,SSD,No,Nvidia,GeForce 930MX ,Premium,418.0,150.0,Innovation at its Best,1195.0
dell,Inspiron 7577,Gaming,15.6,16,windows 10,2.65,1845.0,4K Ultra HD,3840,2160,No,Yes,No,Intel,2.8,Core i7 7700HQ,512,1024,SSD,HDD,Nvidia,GeForce GTX 1060,Ultra-Premium,696.2264150943397,50.0,Powerful and Reliable,1895.0
lenovo,V110-15ISK (i5-6200U/4GB/128GB/W10),Notebook,15.6,4,windows 10,2.1,493.0,Standard,1366,768,No,No,No,Intel,2.3,Core i5 6200U,128,0,SSD,No,Intel,HD Graphics 520,Budget,234.7619047619048,60.0,Think Different,553.0
acer,Aspire E5-576G,Notebook,15.6,8,windows 10,2.23,742.0,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,1024,0,HDD,No,Nvidia,GeForce 940MX,Mid-Range,332.7354260089686,55.0,Explore Beyond Limits,797.0
lenovo,Legion Y720-15IKB,Gaming,15.6,16,windows 10,3.2,1749.0,Full HD,1920,1080,No,Yes,No,Intel,2.8,Core i7 7700HQ,512,1024,SSD,HDD,Nvidia,GeForce GTX 1060,Ultra-Premium,546.5625,60.0,Think Different,1809.0
dell,Precision 7520,Workstation,15.6,16,windows 10,2.8,3055.0,4K Ultra HD,3840,2160,No,No,No,Intel,3.0,Xeon E3-1505M V6,256,1024,SSD,HDD,Nvidia,Quadro M1200,Ultra-Premium,1091.071428571429,50.0,Powerful and Reliable,3105.0
lenovo,Legion Y520-15IKBN,Gaming,15.6,16,no os,2.4,1398.0,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,512,0,SSD,No,Nvidia,GeForce GTX 1060,Premium,582.5,60.0,Think Different,1458.0
dell,Inspiron 3567,Notebook,15.6,6,windows 10,2.3,439.0,Standard,1366,768,Yes,No,No,Intel,2.4,Core i3 7100U,1024,0,HDD,No,Intel,HD Graphics 620,Budget,190.8695652173913,50.0,Powerful and Reliable,489.0
dell,XPS 13,Ultrabook,13.3,8,windows 10,1.21,1949.0,4K Ultra HD,3840,2160,Yes,Yes,No,Intel,1.8,Core i7 8550U,256,0,SSD,No,Intel,UHD Graphics 620,Ultra-Premium,1610.743801652893,50.0,Powerful and Reliable,1999.0
dell,XPS 13,Ultrabook,13.3,8,windows 10,1.2,1449.0,Full HD,1920,1080,No,No,No,Intel,1.8,Core i7 8550U,256,0,SSD,No,Intel,UHD Graphics 620,Premium,1207.5,50.0,Powerful and Reliable,1499.0
lenovo,IdeaPad 320-15IKBN,Notebook,15.6,8,windows 10,2.2,597.0,Standard,1366,768,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,Mid-Range,271.3636363636363,60.0,Think Different,657.0
acer,Aspire 7,Notebook,15.6,8,linux,2.4,779.0,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,1024,0,HDD,No,Nvidia,GeForce GTX 1050,Mid-Range,324.58333333333337,55.0,Explore Beyond Limits,834.0
asus,ROG GL703VD-GC028T,Gaming,17.3,16,windows 10,2.9,1407.0,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1050,Premium,485.1724137931035,45.0,Inspiring Innovation,1452.0
